Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
-0.08,-0.10,-0.07,-0.04,-0.06,-0.02,-0.12,-0.19,-0.10,-0.08,-0.05,-0.10,-0.05,-0.08,-0.02,-0.11,-0.27,-0.07,-0.14,-0.04,-0.30,0.05,0.46,-0.27,0.31,0.00,-0.54
-0.03,0.10,-0.11,-0.05,-0.02,-0.08,-0.01,0.35,-0.13,-0.17,-0.25,-0.14,0.03,0.06,-0.01,0.06,0.81,-0.14,-0.60,-0.62,-0.58,1.15,2.16,0.35,0.23,0.01,0.18
-0.02,0.14,-0.12,-0.01,-0.01,-0.01,-0.04,0.42,-0.19,-0.23,-0.10,-0.29,0.09,0.00,0.21,0.07,0.89,-0.15,0.33,0.46,0.11,1.46,2.82,0.38,0.19,0.05,-0.28
-0.10,-0.01,-0.15,-0.16,-0.19,-0.13,-0.04,0.34,-0.16,-0.08,-0.12,-0.06,-0.20,-0.21,-0.19,-0.03,0.69,-0.22,0.02,-0.16,0.30,1.06,1.45,0.76,0.10,-0.24,0.90
-0.14,-0.15,-0.13,-0.09,-0.17,-0.01,-0.18,-0.11,-0.21,0.01,-0.01,0.02,-0.15,-0.25,-0.03,-0.27,-0.11,-0.31,0.46,0.51,0.39,0.18,0.60,-0.16,-0.63,-0.46,-0.44
-0.13,-0.19,-0.09,-0.16,-0.18,-0.15,-0.10,-0.22,-0.06,-0.02,-0.04,-0.01,-0.23,-0.20,-0.28,-0.14,-0.43,-0.07,0.50,0.69,0.18,-0.70,-0.79,-0.62,0.47,0.32,-0.67
0.04,0.15,-0.03,-0.06,0.10,-0.21,0.13,0.26,0.09,-0.01,0.12,-0.08,-0.10,0.08,-0.31,0.22,0.40,0.18,-0.20,-0.13,-0.31,0.38,0.64,0.17,-0.34,-0.52,0.52
-0.21,-0.48,-0.05,-0.43,-0.79,-0.08,0.01,0.13,-0.03,-0.14,-0.13,-0.14,-0.57,-1.01,-0.01,0.07,0.33,-0.00,-1.33,-2.03,-0.22,0.64,0.56,0.71,-1.89,-1.68,0.65
-0.21,-0.45,-0.06,-0.40,-0.68,-0.14,-0.01,0.00,-0.01,-0.19,-0.23,-0.17,-0.50,-0.78,-0.13,0.07,0.09,0.06,0.29,0.11,0.56,0.09,0.22,-0.01,-0.78,-0.78,0.03
-0.36,-0.86,-0.07,-0.58,-0.98,-0.21,-0.14,-0.64,0.03,-0.10,-0.15,-0.08,-0.83,-1.22,-0.34,-0.16,-1.10,0.10,-1.09,-1.62,-0.25,-1.23,-2.36,-0.34,-0.65,-0.57,0.02
-0.25,-0.39,-0.17,-0.25,-0.24,-0.25,-0.25,-0.67,-0.10,-0.15,-0.24,-0.11,-0.30,-0.24,-0.38,-0.29,-1.02,-0.10,-0.62,-0.32,-1.11,-1.13,-1.80,-0.60,-1.48,-1.62,-0.60
-0.24,-0.27,-0.22,-0.43,-0.46,-0.39,-0.05,0.09,-0.10,-0.11,-0.22,-0.05,-0.59,-0.54,-0.65,-0.02,0.36,-0.12,-1.45,-1.30,-1.69,0.81,0.87,0.76,-0.33,-0.69,-0.11
-0.16,-0.39,-0.03,-0.31,-0.50,-0.14,-0.01,-0.18,0.04,0.00,-0.09,0.05,-0.49,-0.65,-0.29,-0.01,-0.21,0.04,-0.67,-0.83,-0.40,0.45,0.40,0.49,-1.53,-1.39,-0.72
-0.33,-0.29,-0.35,-0.31,-0.32,-0.30,-0.34,-0.23,-0.38,-0.16,-0.14,-0.17,-0.41,-0.41,-0.41,-0.42,-0.24,-0.47,-0.25,-0.26,-0.24,0.09,0.57,-0.29,-0.34,-0.31,-1.00
-0.27,-0.30,-0.24,-0.38,-0.40,-0.36,-0.15,-0.12,-0.17,-0.18,-0.27,-0.13,-0.50,-0.47,-0.53,-0.12,0.09,-0.18,-0.56,-0.68,-0.37,-0.29,-0.32,-0.27,-0.19,-0.19,0.52
-0.27,-0.33,-0.24,-0.39,-0.32,-0.46,-0.15,-0.34,-0.08,-0.15,-0.18,-0.13,-0.56,-0.42,-0.74,-0.11,-0.35,-0.05,-1.41,-1.13,-1.85,-0.36,-0.70,-0.08,-0.49,-0.42,-1.19
-0.35,-0.49,-0.27,-0.47,-0.50,-0.43,-0.24,-0.46,-0.16,-0.30,-0.39,-0.25,-0.54,-0.53,-0.54,-0.22,-0.54,-0.14,-1.09,-1.42,-0.54,0.05,-0.44,0.44,-0.45,-0.89,-0.83
-0.24,-0.34,-0.18,-0.58,-0.72,-0.44,0.09,0.39,-0.01,-0.01,-0.15,0.06,-0.83,-0.87,-0.77,0.09,0.73,-0.08,-1.44,-1.59,-1.19,0.92,1.54,0.43,-0.84,-0.75,0.32
-0.10,0.00,-0.16,-0.22,-0.23,-0.20,0.02,0.44,-0.12,0.13,0.03,0.19,-0.36,-0.31,-0.44,-0.07,0.78,-0.30,-0.91,-0.84,-1.03,1.37,2.02,0.85,0.63,0.56,-0.10
0.02,0.05,0.00,-0.07,-0.11,-0.04,0.11,0.35,0.03,0.54,0.23,0.70,-0.33,-0.11,-0.61,-0.18,0.16,-0.27,-0.94,-0.50,-1.66,0.85,0.75,0.93,0.41,0.12,-0.69
-0.13,-0.20,-0.09,-0.37,-0.47,-0.27,0.11,0.32,0.04,0.53,0.39,0.60,-0.79,-0.68,-0.92,-0.15,0.08,-0.22,-0.57,-0.11,-1.31,0.41,0.09,0.66,-0.11,-0.06,0.49
0.14,-0.04,0.24,-0.03,-0.16,0.09,0.30,0.19,0.34,0.58,0.47,0.64,-0.34,-0.33,-0.34,0.14,-0.12,0.21,0.24,0.12,0.45,-0.22,-0.52,0.01,-0.92,-0.74,0.12
0.06,-0.07,0.13,-0.21,-0.30,-0.12,0.32,0.38,0.30,0.47,0.45,0.48,-0.54,-0.53,-0.54,0.22,0.31,0.20,-0.72,-0.36,-1.30,0.77,1.28,0.36,-3.17,-2.69,-1.10
0.11,0.07,0.13,-0.15,-0.33,0.02,0.36,0.84,0.20,0.38,0.49,0.32,-0.42,-0.59,-0.21,0.35,1.11,0.15,-1.02,-1.21,-0.70,1.52,2.47,0.77,-1.55,-1.39,0.55
-0.14,-0.25,-0.07,-0.25,-0.36,-0.15,-0.02,-0.05,-0.01,0.23,0.23,0.23,-0.51,-0.55,-0.45,-0.15,-0.27,-0.12,-0.39,-0.02,-0.97,0.38,0.19,0.54,-0.71,-0.56,-0.19
0.05,-0.03,0.10,0.06,0.03,0.09,0.04,-0.16,0.10,0.35,0.41,0.32,-0.10,-0.09,-0.12,-0.12,-0.64,0.02,-0.12,-0.26,0.11,-0.65,-0.73,-0.58,0.20,0.10,-0.98
-0.02,0.03,-0.04,-0.00,0.06,-0.07,-0.03,-0.04,-0.02,0.13,0.14,0.12,-0.08,0.03,-0.22,-0.11,-0.19,-0.09,-0.20,-0.26,-0.09,-0.53,-0.33,-0.69,0.99,0.60,-0.04
-0.05,0.11,-0.14,-0.11,-0.04,-0.19,0.02,0.40,-0.10,0.05,0.09,0.02,-0.16,-0.05,-0.29,-0.03,0.57,-0.19,-0.04,0.23,-0.48,1.26,1.61,0.99,-0.09,-0.44,0.95
-0.22,-0.25,-0.20,-0.28,-0.21,-0.36,-0.15,-0.34,-0.08,-0.15,-0.20,-0.12,-0.36,-0.25,-0.50,-0.15,-0.35,-0.09,-0.91,-0.74,-1.18,-0.77,-0.93,-0.64,0.31,0.07,0.20
-0.16,-0.12,-0.18,-0.13,0.09,-0.33,-0.19,-0.53,-0.07,-0.13,-0.16,-0.11,-0.14,0.17,-0.54,-0.20,-0.84,-0.04,-0.45,0.08,-1.29,-1.05,-1.66,-0.56,-0.41,-0.14,-0.10
-0.40,-0.54,-0.31,-0.47,-0.59,-0.37,-0.32,-0.47,-0.27,-0.40,-0.48,-0.35,-0.52,-0.64,-0.36,-0.28,-0.41,-0.24,-0.25,-0.20,-0.33,-0.28,-0.68,0.04,-2.48,-1.67,-0.65
-0.42,-0.57,-0.34,-0.57,-0.69,-0.45,-0.28,-0.33,-0.26,-0.48,-0.55,-0.44,-0.59,-0.75,-0.38,-0.19,-0.10,-0.22,-0.94,-0.80,-1.16,0.65,0.59,0.71,-1.04,-1.08,-1.29
-0.30,-0.52,-0.18,-0.52,-0.61,-0.43,-0.09,-0.33,-0.01,-0.31,-0.32,-0.30,-0.61,-0.73,-0.46,0.01,-0.27,0.09,-0.53,-0.54,-0.52,-0.02,-0.48,0.35,-0.01,-0.73,-0.29
-0.23,-0.34,-0.17,-0.54,-0.57,-0.52,0.07,0.10,0.06,-0.12,-0.15,-0.11,-0.78,-0.76,-0.81,0.19,0.45,0.13,-0.39,-0.27,-0.57,0.97,1.42,0.61,-1.32,-0.83,-0.68
-0.33,-0.50,-0.23,-0.53,-0.71,-0.36,-0.13,-0.10,-0.14,-0.19,-0.20,-0.19,-0.72,-0.91,-0.47,-0.08,0.09,-0.13,-1.39,-1.68,-0.93,0.58,0.91,0.31,-1.30,-1.60,-0.87
-0.12,-0.04,-0.17,-0.35,-0.29,-0.40,0.10,0.45,-0.01,-0.29,-0.24,-0.31,-0.36,-0.29,-0.46,0.29,0.98,0.11,-0.24,0.12,-0.82,2.08,2.86,1.46,-0.50,-0.80,-0.31
-0.28,-0.33,-0.26,-0.24,-0.27,-0.21,-0.33,-0.44,-0.29,-0.35,-0.39,-0.32,-0.14,-0.21,-0.05,-0.36,-0.56,-0.31,0.13,0.11,0.16,-0.86,-0.89,-0.83,-0.62,-0.61,0.11
-0.34,-0.45,-0.27,-0.37,-0.41,-0.33,-0.30,-0.54,-0.22,-0.50,-0.46,-0.51,-0.30,-0.39,-0.18,-0.21,-0.62,-0.10,0.29,0.20,0.43,-1.20,-0.92,-1.42,-0.45,-0.49,-0.64
-0.28,-0.33,-0.25,-0.27,-0.27,-0.27,-0.29,-0.44,-0.24,-0.30,-0.25,-0.32,-0.28,-0.32,-0.22,-0.27,-0.47,-0.21,-0.22,-0.43,0.11,0.20,0.40,0.04,-0.06,-0.11,-0.75
-0.61,-0.82,-0.49,-0.60,-0.83,-0.39,-0.62,-0.80,-0.56,-0.59,-0.69,-0.54,-0.61,-0.89,-0.25,-0.64,-0.85,-0.58,0.18,-0.25,0.87,-0.39,-0.20,-0.55,-0.97,-0.80,-2.20
-0.31,-0.47,-0.22,-0.37,-0.48,-0.27,-0.26,-0.45,-0.19,-0.39,-0.40,-0.38,-0.37,-0.51,-0.18,-0.18,-0.46,-0.11,0.27,-0.06,0.81,-0.36,-0.81,0.00,-0.82,-0.49,-0.52
-0.53,-0.68,-0.44,-0.73,-0.79,-0.67,-0.33,-0.46,-0.28,-0.55,-0.56,-0.54,-0.79,-0.85,-0.71,-0.25,-0.43,-0.20,-1.00,-1.23,-0.64,-0.62,-0.77,-0.49,-1.01,-1.01,0.09
-0.48,-0.89,-0.23,-0.75,-1.32,-0.20,-0.21,-0.05,-0.26,-0.44,-0.56,-0.38,-0.88,-1.54,-0.03,-0.11,0.29,-0.22,-0.48,-1.10,0.51,0.97,1.49,0.55,0.74,0.64,-0.12
-0.26,-0.30,-0.24,-0.41,-0.47,-0.34,-0.12,0.01,-0.16,-0.31,-0.22,-0.37,-0.46,-0.56,-0.33,-0.01,0.23,-0.08,1.27,0.97,1.75,0.59,0.94,0.31,-2.14,-1.15,-0.23
-0.32,-0.43,-0.26,-0.34,-0.45,-0.24,-0.31,-0.40,-0.28,-0.30,-0.24,-0.33,-0.34,-0.51,-0.12,-0.33,-0.53,-0.28,-0.70,-0.81,-0.53,-0.72,-1.26,-0.30,-1.69,-1.95,0.07
-0.24,-0.34,-0.18,-0.52,-0.61,-0.43,0.04,0.18,-0.01,-0.23,-0.02,-0.35,-0.65,-0.81,-0.45,0.17,0.34,0.12,-1.13,-1.20,-1.03,0.03,0.40,-0.26,0.09,-0.24,0.65
-0.31,-0.30,-0.32,-0.51,-0.41,-0.61,-0.11,-0.08,-0.12,-0.52,-0.50,-0.52,-0.47,-0.36,-0.62,0.06,0.21,0.02,-1.87,-1.71,-2.12,0.21,0.82,-0.28,0.67,-0.23,0.13
-0.33,-0.32,-0.33,-0.34,-0.25,-0.43,-0.31,-0.45,-0.27,-0.36,-0.32,-0.38,-0.32,-0.22,-0.44,-0.30,-0.57,-0.23,-0.50,-0.68,-0.21,-0.74,-0.91,-0.61,0.71,0.37,-0.58
-0.30,-0.28,-0.31,-0.41,-0.43,-0.39,-0.18,0.01,-0.25,-0.42,-0.42,-0.42,-0.43,-0.47,-0.38,-0.04,0.44,-0.17,-0.30,-0.51,0.05,0.23,0.47,0.05,-0.35,-0.53,-0.39
-0.45,-0.68,-0.31,-0.61,-0.74,-0.49,-0.28,-0.57,-0.19,-0.65,-0.68,-0.64,-0.58,-0.74,-0.37,-0.11,-0.53,0.01,-0.63,-1.14,0.18,-0.72,-1.77,0.11,-0.13,-0.06,0.34
-0.28,-0.22,-0.31,-0.47,-0.36,-0.57,-0.08,0.04,-0.13,-0.39,-0.33,-0.43,-0.49,-0.38,-0.64,0.07,0.36,-0.01,-0.85,-0.82,-0.91,0.08,0.77,-0.46,-0.75,-0.81,-0.11
-0.32,-0.40,-0.28,-0.48,-0.42,-0.54,-0.17,-0.37,-0.10,-0.38,-0.40,-0.37,-0.52,-0.42,-0.66,-0.06,-0.35,0.01,-0.20,-0.05,-0.45,-0.48,-0.41,-0.55,-1.11,-0.95,-0.49
-0.41,-0.51,-0.36,-0.43,-0.42,-0.44,-0.40,-0.68,-0.30,-0.28,-0.35,-0.25,-0.53,-0.50,-0.57,-0.43,-0.79,-0.33,-0.57,-0.62,-0.50,-0.52,-0.87,-0.24,0.30,-0.19,-1.52
-0.26,-0.41,-0.17,-0.27,-0.34,-0.20,-0.25,-0.54,-0.16,-0.31,-0.41,-0.26,-0.28,-0.37,-0.17,-0.19,-0.54,-0.09,1.22,1.23,1.20,-0.89,-1.47,-0.42,-0.77,-0.35,-0.36
-0.22,-0.31,-0.18,-0.22,-0.23,-0.21,-0.23,-0.45,-0.15,-0.26,-0.25,-0.27,-0.22,-0.22,-0.21,-0.19,-0.62,-0.08,0.90,1.03,0.67,-0.84,-1.21,-0.56,-1.21,-0.45,-0.13
-0.14,-0.02,-0.20,-0.20,0.02,-0.41,-0.07,-0.11,-0.06,-0.15,-0.18,-0.14,-0.24,0.07,-0.64,-0.01,-0.01,-0.02,-0.62,-0.27,-1.19,-0.01,0.30,-0.25,0.92,0.78,-0.46
-0.27,-0.23,-0.30,-0.52,-0.51,-0.52,-0.03,0.32,-0.15,-0.40,-0.42,-0.39,-0.57,-0.54,-0.60,0.15,0.91,-0.05,0.38,0.40,0.34,1.61,2.71,0.74,0.37,0.57,0.12
-0.27,-0.32,-0.23,-0.38,-0.44,-0.32,-0.15,-0.07,-0.18,-0.34,-0.42,-0.30,-0.42,-0.47,-0.35,-0.03,0.27,-0.11,-1.39,-1.28,-1.56,0.53,0.74,0.36,1.20,0.75,0.62
-0.14,-0.12,-0.15,-0.28,-0.20,-0.36,0.01,0.05,-0.00,-0.18,-0.17,-0.18,-0.34,-0.23,-0.48,0.11,0.28,0.07,-1.05,-0.88,-1.33,0.49,0.51,0.48,0.52,-0.17,0.16
-0.13,-0.18,-0.09,-0.24,-0.32,-0.16,-0.01,0.09,-0.05,-0.18,-0.16,-0.18,-0.26,-0.36,-0.13,0.06,0.28,0.00,-0.63,-0.88,-0.24,0.36,0.46,0.29,0.01,-0.34,0.20
-0.20,-0.30,-0.15,-0.19,-0.23,-0.16,-0.22,-0.43,-0.14,-0.21,-0.22,-0.21,-0.18,-0.22,-0.13,-0.22,-0.62,-0.11,-0.30,-0.51,0.05,-0.46,-1.25,0.16,0.92,0.73,-0.38
-0.26,-0.41,-0.17,-0.33,-0.40,-0.27,-0.19,-0.41,-0.11,-0.34,-0.43,-0.30,-0.35,-0.42,-0.26,-0.08,-0.32,-0.02,-0.80,-0.59,-1.13,0.05,-0.28,0.30,-0.43,-0.29,-1.10
-0.31,-0.45,-0.23,-0.38,-0.46,-0.31,-0.24,-0.43,-0.17,-0.16,-0.11,-0.19,-0.55,-0.61,-0.49,-0.21,-0.60,-0.11,-1.21,-1.06,-1.45,-0.53,-0.67,-0.42,-0.60,-0.86,-0.94
-0.39,-0.56,-0.29,-0.49,-0.59,-0.39,-0.29,-0.50,-0.22,-0.23,-0.36,-0.16,-0.64,-0.67,-0.59,-0.31,-0.61,-0.23,-1.21,-1.06,-1.44,-0.91,-1.44,-0.49,-1.26,-0.88,-0.08
-0.38,-0.45,-0.34,-0.38,-0.42,-0.34,-0.38,-0.50,-0.34,-0.16,-0.30,-0.08,-0.53,-0.50,-0.57,-0.47,-0.56,-0.45,-0.58,-0.28,-1.08,-0.50,-0.38,-0.60,-0.44,-0.05,-1.36
-0.23,-0.45,-0.10,-0.36,-0.54,-0.20,-0.09,-0.28,-0.03,-0.13,-0.24,-0.07,-0.51,-0.66,-0.31,-0.05,-0.25,0.00,-0.35,-0.13,-0.70,0.20,-0.22,0.53,-0.11,-0.05,0.05
-0.22,-0.42,-0.10,-0.37,-0.54,-0.21,-0.07,-0.19,-0.03,-0.08,-0.22,-0.01,-0.50,-0.62,-0.35,-0.09,-0.25,-0.05,-1.27,-1.55,-0.82,-0.40,-0.70,-0.16,0.10,0.28,-0.28
0.04,0.06,0.02,0.05,-0.01,0.11,0.03,0.21,-0.04,0.12,0.06,0.14,-0.01,-0.06,0.05,0.01,0.39,-0.09,-0.25,-0.69,0.45,0.24,0.82,-0.22,-0.29,-0.26,-0.02
0.08,0.26,-0.02,0.07,0.39,-0.23,0.09,-0.01,0.13,0.15,0.09,0.18,0.05,0.49,-0.52,0.05,-0.08,0.08,-0.56,-0.06,-1.37,0.24,-0.21,0.60,0.35,0.20,-0.48
-0.19,-0.37,-0.09,-0.22,-0.38,-0.08,-0.16,-0.35,-0.09,0.12,0.10,0.12,-0.40,-0.53,-0.23,-0.31,-0.75,-0.19,-0.45,-0.41,-0.51,-0.48,-0.95,-0.11,-0.01,0.07,-1.13
0.00,-0.10,0.06,-0.15,-0.20,-0.10,0.15,0.08,0.17,0.24,0.15,0.29,-0.34,-0.30,-0.39,0.09,-0.01,0.12,-0.71,-1.02,-0.20,-0.69,-0.81,-0.59,0.94,0.57,0.41
-0.13,-0.24,-0.06,-0.25,-0.25,-0.25,-0.01,-0.23,0.06,0.03,0.02,0.03,-0.37,-0.32,-0.43,-0.05,-0.49,0.06,-0.84,-1.09,-0.45,-0.44,-0.71,-0.22,1.05,0.72,-0.23
0.09,-0.04,0.17,-0.02,-0.22,0.17,0.21,0.32,0.17,0.35,0.21,0.43,-0.23,-0.37,-0.04,0.14,0.44,0.06,-0.72,-1.17,0.01,0.43,1.08,-0.09,0.54,0.34,-0.08
0.04,0.02,0.06,0.04,-0.05,0.12,0.05,0.15,0.02,0.38,0.50,0.31,-0.16,-0.27,-0.02,-0.10,-0.04,-0.12,-0.29,-0.49,0.02,0.31,0.43,0.22,-0.41,-0.28,-0.53
-0.04,-0.20,0.04,-0.11,-0.21,-0.01,0.02,-0.17,0.08,0.31,0.27,0.33,-0.31,-0.37,-0.25,-0.14,-0.53,-0.04,-0.66,-0.70,-0.61,-0.33,-1.08,0.27,-0.52,-0.34,-0.05
-0.08,0.00,-0.12,-0.02,0.05,-0.09,-0.13,-0.09,-0.14,0.37,0.42,0.35,-0.24,-0.09,-0.44,-0.38,-0.47,-0.35,-1.04,-0.66,-1.65,-0.32,-0.34,-0.30,-0.45,-0.71,-0.79
0.09,0.06,0.11,0.10,-0.06,0.25,0.08,0.28,0.01,0.48,0.44,0.50,-0.08,-0.20,0.08,-0.15,0.10,-0.22,0.62,0.56,0.71,-0.02,0.32,-0.29,-0.47,-0.33,0.08
-0.02,-0.07,0.01,-0.08,-0.14,-0.02,0.04,0.05,0.03,0.46,0.44,0.47,-0.35,-0.33,-0.37,-0.19,-0.25,-0.17,-1.09,-1.08,-1.11,-0.77,-1.18,-0.45,0.49,0.29,-0.03
0.27,0.36,0.22,0.37,0.47,0.28,0.17,0.15,0.18,0.56,0.50,0.60,0.25,0.45,0.00,-0.01,-0.11,0.01,-0.29,-0.19,-0.46,0.07,-0.27,0.34,0.24,-0.00,0.15
0.17,0.19,0.15,0.15,0.15,0.15,0.18,0.27,0.15,0.36,0.37,0.36,0.01,0.08,-0.06,0.11,0.21,0.08,-0.23,-0.02,-0.57,0.47,0.40,0.52,-1.34,-0.89,0.15
-0.08,-0.30,0.05,-0.15,-0.38,0.08,-0.01,-0.13,0.03,0.23,0.21,0.24,-0.35,-0.56,-0.07,-0.14,-0.43,-0.06,0.19,-0.34,1.03,-0.59,-0.78,-0.43,-1.25,-1.03,-0.55
0.11,0.06,0.14,-0.01,-0.04,0.02,0.23,0.25,0.23,0.43,0.45,0.42,-0.27,-0.25,-0.29,0.16,0.21,0.15,-0.35,0.16,-1.16,0.21,0.16,0.25,-0.71,-0.76,0.14
-0.05,0.00,-0.08,-0.24,-0.09,-0.38,0.13,0.18,0.12,0.09,0.22,0.02,-0.41,-0.20,-0.68,0.16,0.17,0.16,-1.62,-1.43,-1.93,0.35,0.10,0.55,0.06,-0.01,0.31
0.01,0.05,-0.01,0.08,-0.02,0.17,-0.05,0.20,-0.14,0.14,0.22,0.10,0.04,-0.10,0.23,-0.15,0.19,-0.25,0.12,-0.24,0.70,0.13,0.70,-0.33,-0.06,0.03,0.66
0.04,0.16,-0.04,0.07,0.12,0.01,0.01,0.24,-0.07,-0.09,-0.02,-0.13,0.14,0.15,0.13,0.07,0.51,-0.05,-0.03,-0.01,-0.05,0.38,1.11,-0.20,0.88,0.70,1.00
0.12,0.22,0.06,0.19,0.33,0.06,0.04,0.02,0.05,-0.03,-0.01,-0.04,0.34,0.46,0.19,0.05,-0.01,0.07,0.49,0.51,0.47,-0.06,-0.53,0.31,0.15,0.11,0.96
0.08,0.31,-0.04,0.20,0.26,0.14,-0.03,0.40,-0.17,-0.01,0.03,-0.04,0.34,0.38,0.30,-0.07,0.57,-0.24,0.07,0.04,0.13,1.19,1.49,0.96,0.75,0.66,-0.14
0.16,0.45,-0.01,0.16,0.41,-0.07,0.15,0.53,0.02,-0.01,0.13,-0.09,0.29,0.55,-0.04,0.20,0.71,0.06,0.18,0.71,-0.66,0.61,0.81,0.46,0.58,0.28,0.58
0.00,0.27,-0.16,0.06,0.13,-0.01,-0.05,0.55,-0.26,-0.11,0.08,-0.21,0.15,0.18,0.10,-0.02,0.83,-0.25,-0.17,0.07,-0.55,0.87,1.52,0.36,-0.33,-0.36,1.46
-0.19,-0.23,-0.16,-0.28,-0.24,-0.31,-0.10,-0.21,-0.06,-0.45,-0.30,-0.52,-0.20,-0.23,-0.16,0.09,-0.13,0.15,-1.00,-0.84,-1.26,-0.08,-0.22,0.04,-0.06,-0.42,-0.35
-0.22,-0.08,-0.31,-0.29,0.03,-0.60,-0.15,-0.28,-0.10,-0.69,-0.48,-0.80,-0.08,0.20,-0.42,0.13,-0.11,0.19,-0.35,0.28,-1.37,0.30,-0.45,0.89,-0.19,-0.15,0.36
-0.44,-0.56,-0.36,-0.55,-0.58,-0.53,-0.32,-0.53,-0.25,-0.55,-0.43,-0.62,-0.56,-0.63,-0.46,-0.19,-0.59,-0.09,-2.62,-2.56,-2.71,-0.42,-0.66,-0.24,0.90,-0.23,-1.00
