Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
0.01,-0.04,0.03,0.00,-0.04,0.05,0.01,-0.03,0.02,-0.37,-0.07,-0.52,0.15,-0.11,0.49,0.25,0.22,0.26,-0.14,-0.81,0.94,-0.14,0.22,-0.43,-0.03,-0.01,-0.12
-0.09,0.03,-0.16,-0.05,0.03,-0.13,-0.13,0.01,-0.18,-0.36,-0.18,-0.45,0.08,0.08,0.09,0.01,0.23,-0.05,0.67,0.61,0.76,0.31,0.54,0.12,0.25,0.29,-0.31
0.08,0.26,-0.02,0.15,0.30,0.00,0.01,0.17,-0.04,-0.24,-0.05,-0.33,0.32,0.41,0.22,0.17,0.36,0.11,0.83,0.66,1.10,0.40,0.97,-0.05,0.13,0.01,-0.15
0.11,0.15,0.08,0.11,0.20,0.03,0.10,0.05,0.12,-0.06,0.16,-0.17,0.17,0.20,0.13,0.22,-0.02,0.28,0.99,0.89,1.15,-0.09,-0.05,-0.12,-0.59,-0.33,-0.75
0.26,0.35,0.21,0.31,0.44,0.18,0.21,0.18,0.23,0.17,0.42,0.05,0.35,0.45,0.22,0.26,-0.02,0.34,0.95,0.93,0.99,-0.00,-0.40,0.31,0.18,0.19,0.25
0.37,0.55,0.26,0.31,0.43,0.20,0.42,0.79,0.30,0.18,0.42,0.06,0.39,0.43,0.33,0.54,1.10,0.39,0.54,0.43,0.70,1.67,2.52,1.00,0.98,0.75,0.36
0.31,0.51,0.19,0.27,0.33,0.21,0.35,0.88,0.17,0.14,0.27,0.08,0.34,0.35,0.32,0.45,1.36,0.21,0.56,0.38,0.85,1.78,2.94,0.85,0.92,0.64,0.86
0.30,0.51,0.18,0.28,0.46,0.11,0.32,0.60,0.23,0.13,0.22,0.08,0.37,0.55,0.15,0.42,0.89,0.29,0.67,0.66,0.69,1.15,1.17,1.14,0.41,0.30,0.55
0.09,0.34,-0.06,0.13,0.38,-0.10,0.04,0.26,-0.03,-0.14,0.03,-0.23,0.27,0.48,0.00,0.15,0.49,0.06,0.28,0.48,-0.04,0.65,1.13,0.26,0.21,0.13,0.00
0.09,0.24,0.00,0.07,0.08,0.07,0.11,0.57,-0.04,-0.06,0.06,-0.12,0.12,0.07,0.18,0.23,1.03,0.01,0.27,-0.05,0.78,0.93,2.02,0.07,0.31,-0.18,0.05
0.07,0.14,0.03,0.13,0.19,0.07,0.01,0.05,-0.00,-0.03,0.15,-0.13,0.20,0.19,0.21,0.05,0.01,0.06,-0.17,-0.03,-0.38,-0.37,-0.12,-0.56,0.80,0.48,-0.35
-0.14,-0.15,-0.13,-0.07,-0.14,-0.01,-0.20,-0.17,-0.21,-0.25,0.03,-0.39,0.01,-0.22,0.31,-0.17,-0.26,-0.14,0.80,0.22,1.74,-0.70,-0.71,-0.68,1.40,0.50,-0.36
-0.13,-0.01,-0.20,-0.01,-0.00,-0.01,-0.25,-0.03,-0.33,-0.33,0.01,-0.51,0.14,-0.07,0.42,-0.19,0.12,-0.28,1.78,1.74,1.84,0.29,0.58,0.06,0.91,0.90,-0.49
0.03,0.12,-0.02,0.07,0.08,0.05,0.00,0.21,-0.07,-0.23,-0.09,-0.30,0.26,0.13,0.42,0.09,0.47,-0.01,0.09,-0.54,1.10,0.57,0.85,0.34,3.02,2.09,-0.01
0.23,0.53,0.05,0.35,0.72,-0.01,0.11,0.16,0.09,-0.25,-0.08,-0.33,0.70,1.01,0.31,0.25,0.29,0.24,1.16,1.34,0.88,0.08,0.51,-0.26,1.65,1.59,0.22
0.19,0.48,0.01,0.36,0.63,0.09,0.02,0.19,-0.04,-0.11,-0.04,-0.15,0.59,0.84,0.28,0.10,0.42,0.01,1.05,1.27,0.69,0.27,0.67,-0.04,0.95,0.61,-0.48
0.25,0.37,0.18,0.39,0.67,0.12,0.11,-0.22,0.22,-0.03,0.07,-0.08,0.59,0.87,0.23,0.20,-0.46,0.37,1.65,1.89,1.26,-0.69,-1.26,-0.24,0.71,0.75,0.09
0.15,0.21,0.11,0.27,0.46,0.08,0.03,-0.29,0.14,0.16,0.23,0.12,0.33,0.56,0.05,-0.05,-0.78,0.15,0.50,0.68,0.22,-1.23,-1.82,-0.77,0.85,0.66,-0.36
0.21,0.28,0.16,0.20,0.31,0.09,0.21,0.23,0.21,0.07,0.12,0.05,0.29,0.41,0.14,0.26,0.22,0.27,0.21,0.14,0.32,0.03,-0.14,0.18,0.42,0.41,0.02
0.37,0.49,0.30,0.39,0.56,0.22,0.36,0.36,0.36,0.18,0.20,0.17,0.53,0.72,0.29,0.42,0.37,0.43,0.85,1.01,0.59,-0.11,-0.36,0.09,0.47,0.38,1.01
0.37,0.47,0.32,0.33,0.35,0.32,0.41,0.71,0.31,0.16,0.26,0.10,0.45,0.41,0.49,0.53,0.99,0.41,0.99,0.82,1.25,1.31,1.73,0.98,-0.23,0.06,0.93
0.31,0.57,0.16,0.33,0.46,0.20,0.30,0.78,0.13,0.22,0.27,0.19,0.37,0.49,0.21,0.35,1.28,0.11,0.98,0.73,1.37,1.61,2.30,1.06,0.56,0.56,0.94
0.24,0.24,0.23,0.17,0.02,0.31,0.30,0.67,0.18,0.20,0.27,0.17,0.12,-0.10,0.40,0.39,1.09,0.20,0.68,0.36,1.19,1.64,2.44,1.01,0.72,0.43,0.30
0.51,0.59,0.46,0.53,0.48,0.57,0.49,0.81,0.38,0.39,0.55,0.31,0.57,0.42,0.74,0.57,1.11,0.43,1.28,0.77,2.10,1.27,1.57,1.04,0.81,1.02,1.41
0.21,0.32,0.14,0.37,0.44,0.31,0.04,0.09,0.03,0.20,0.42,0.09,0.44,0.38,0.50,-0.02,-0.03,-0.01,0.35,0.47,0.14,-0.10,-0.09,-0.11,-0.27,-0.22,-0.29
0.20,0.33,0.12,0.34,0.40,0.28,0.07,0.20,0.02,0.25,0.46,0.15,0.37,0.35,0.39,-0.02,0.08,-0.05,0.16,-0.69,1.51,-0.37,-0.09,-0.59,-0.80,-0.72,0.91
0.11,0.04,0.15,0.13,0.02,0.23,0.09,0.07,0.10,0.17,0.22,0.15,0.11,-0.04,0.29,0.05,-0.05,0.08,0.05,-0.09,0.27,-0.32,-0.82,0.08,-0.54,-0.78,0.33
0.09,0.26,-0.01,0.19,0.38,0.02,-0.02,0.02,-0.03,0.11,0.20,0.06,0.24,0.45,-0.03,-0.08,-0.14,-0.07,0.15,0.52,-0.45,-0.65,-0.67,-0.64,0.05,-0.12,0.47
0.30,0.40,0.24,0.34,0.47,0.22,0.25,0.27,0.25,0.22,0.33,0.16,0.41,0.54,0.25,0.27,0.17,0.30,0.85,1.39,-0.01,-0.52,-0.21,-0.76,0.57,0.83,0.30
0.17,0.13,0.20,0.14,0.13,0.15,0.20,0.12,0.23,0.08,0.17,0.03,0.16,0.14,0.19,0.28,0.03,0.35,0.20,0.28,0.06,-1.06,-1.08,-1.04,-0.04,0.10,0.86
0.15,0.24,0.10,0.11,0.15,0.08,0.20,0.42,0.12,0.00,-0.01,0.01,0.17,0.23,0.10,0.29,0.69,0.18,0.14,0.54,-0.50,0.86,1.35,0.48,-0.15,-0.04,1.12
0.37,0.55,0.27,0.35,0.29,0.41,0.40,1.05,0.17,0.20,0.25,0.18,0.43,0.32,0.57,0.49,1.65,0.19,0.33,0.09,0.73,1.87,3.18,0.83,1.01,0.86,1.59
0.30,0.44,0.21,0.34,0.39,0.29,0.25,0.54,0.16,0.04,0.06,0.03,0.48,0.50,0.45,0.38,0.92,0.23,0.48,0.63,0.25,0.92,1.48,0.48,-0.28,0.24,1.38
0.20,0.35,0.10,0.16,0.32,0.01,0.23,0.42,0.16,0.03,0.02,0.03,0.21,0.38,-0.01,0.36,0.83,0.23,-0.60,-0.14,-1.35,0.57,1.49,-0.17,-0.29,-0.15,0.27
0.27,0.32,0.24,0.29,0.19,0.38,0.25,0.55,0.15,0.06,0.09,0.05,0.38,0.23,0.58,0.38,0.94,0.23,0.56,0.62,0.47,1.35,1.75,1.04,-0.54,-0.12,0.32
0.30,0.32,0.29,0.40,0.33,0.46,0.20,0.31,0.17,-0.04,0.06,-0.10,0.63,0.40,0.92,0.34,0.58,0.27,1.37,0.64,2.54,0.51,0.86,0.23,-0.18,0.40,0.82
0.18,0.10,0.23,0.34,0.20,0.47,0.03,-0.09,0.07,-0.09,-0.02,-0.13,0.55,0.24,0.94,0.11,-0.07,0.15,2.05,1.44,3.03,-0.31,-0.22,-0.38,-0.40,-0.21,0.01
0.17,0.18,0.16,0.34,0.43,0.25,-0.01,-0.31,0.10,0.01,0.04,-0.00,0.50,0.55,0.43,0.00,-0.57,0.16,1.20,0.99,1.53,-0.46,-0.83,-0.16,-0.46,-0.28,-0.02
0.19,0.27,0.14,0.36,0.45,0.29,0.02,-0.08,0.05,0.10,0.04,0.13,0.48,0.57,0.35,-0.00,-0.16,0.04,0.62,0.67,0.54,-0.34,-0.61,-0.13,-0.03,0.10,0.61
0.34,0.46,0.27,0.35,0.40,0.29,0.33,0.58,0.25,0.18,0.12,0.21,0.46,0.53,0.37,0.39,0.86,0.26,0.72,1.10,0.11,0.85,1.51,0.34,-0.07,0.20,0.59
0.31,0.20,0.38,0.33,0.24,0.41,0.30,0.11,0.36,0.52,0.53,0.51,0.20,0.15,0.27,0.21,-0.24,0.33,0.33,0.38,0.24,-1.24,-1.38,-1.13,-0.10,-0.16,0.44
0.30,0.13,0.40,0.29,0.20,0.38,0.31,-0.02,0.42,0.46,0.42,0.48,0.17,0.10,0.26,0.27,-0.29,0.42,0.22,0.42,-0.09,-0.33,-1.15,0.32,-0.28,-0.29,0.43
0.20,0.15,0.22,0.25,0.18,0.31,0.15,0.10,0.16,0.06,-0.02,0.10,0.32,0.24,0.43,0.21,0.20,0.21,0.50,0.59,0.36,0.25,0.14,0.34,-0.49,-0.38,-0.69
0.30,0.29,0.31,0.19,0.06,0.31,0.41,0.73,0.30,0.18,0.07,0.24,0.21,0.09,0.36,0.52,1.20,0.34,-0.18,-0.19,-0.16,1.08,1.91,0.43,0.24,0.42,0.60
0.37,0.35,0.38,0.34,0.21,0.47,0.40,0.62,0.33,0.20,0.13,0.23,0.42,0.26,0.63,0.50,0.95,0.38,0.37,0.07,0.85,0.68,0.81,0.57,1.08,0.92,1.26
0.33,0.18,0.43,0.36,0.10,0.61,0.31,0.32,0.30,0.25,0.12,0.32,0.40,0.09,0.78,0.35,0.50,0.32,1.19,0.91,1.64,0.63,1.05,0.30,-1.13,-0.43,0.64
0.32,0.31,0.33,0.47,0.48,0.47,0.17,-0.02,0.23,0.30,0.20,0.36,0.54,0.55,0.54,0.12,-0.15,0.19,0.39,0.57,0.11,-0.48,-0.52,-0.46,1.38,1.40,0.25
0.36,0.40,0.34,0.57,0.59,0.55,0.15,0.03,0.20,0.12,-0.02,0.19,0.81,0.78,0.86,0.16,0.07,0.18,0.40,0.25,0.64,-0.07,0.03,-0.16,1.19,1.38,-0.14
0.31,0.49,0.20,0.44,0.64,0.25,0.17,0.20,0.16,0.02,0.15,-0.04,0.65,0.77,0.50,0.25,0.31,0.24,-0.02,0.50,-0.85,0.15,0.40,-0.05,0.39,0.69,0.55
0.26,0.36,0.20,0.41,0.48,0.34,0.10,0.13,0.09,0.10,0.03,0.13,0.59,0.65,0.52,0.09,0.15,0.07,0.55,0.48,0.66,0.07,0.08,0.07,1.74,1.57,0.32
0.16,0.06,0.22,0.34,0.24,0.44,-0.02,-0.28,0.07,0.08,-0.08,0.16,0.48,0.35,0.65,-0.07,-0.46,0.03,1.08,0.79,1.54,-0.62,-0.86,-0.42,0.56,0.47,-0.82
0.33,0.30,0.34,0.41,0.42,0.40,0.25,0.08,0.30,0.29,0.17,0.35,0.45,0.48,0.41,0.24,0.04,0.29,0.64,0.96,0.13,0.05,-0.40,0.41,-0.31,0.22,-0.21
0.36,0.24,0.43,0.42,0.34,0.49,0.30,0.04,0.39,0.53,0.43,0.58,0.36,0.32,0.42,0.18,-0.30,0.30,0.49,0.59,0.34,-1.34,-1.74,-1.02,0.76,0.75,0.76
0.24,0.01,0.38,0.33,0.18,0.47,0.16,-0.32,0.32,0.53,0.48,0.56,0.21,0.07,0.38,-0.02,-0.96,0.23,0.21,-0.08,0.67,-1.46,-2.24,-0.85,-0.01,-0.05,-0.28
0.32,0.07,0.46,0.31,0.17,0.45,0.32,-0.13,0.47,0.55,0.40,0.62,0.17,0.10,0.27,0.21,-0.57,0.42,-0.12,0.00,-0.31,-0.74,-1.70,0.02,-0.22,-0.24,-0.48
0.38,0.12,0.53,0.50,0.31,0.68,0.25,-0.23,0.42,0.62,0.46,0.70,0.44,0.28,0.65,0.06,-0.86,0.31,0.37,0.36,0.38,-1.01,-1.94,-0.27,0.86,0.61,-0.33
0.57,0.56,0.58,0.72,0.49,0.93,0.43,0.70,0.33,0.63,0.45,0.73,0.76,0.52,1.06,0.32,0.88,0.17,0.79,0.50,1.26,0.66,1.39,0.09,1.29,1.45,0.94
0.47,0.46,0.48,0.59,0.53,0.65,0.35,0.32,0.36,0.61,0.40,0.71,0.60,0.60,0.61,0.19,0.17,0.19,0.25,0.29,0.19,-0.06,0.24,-0.30,1.09,0.90,0.67
0.56,0.61,0.53,0.69,0.72,0.66,0.42,0.40,0.43,0.71,0.34,0.89,0.71,0.89,0.49,0.24,0.30,0.23,-0.35,0.06,-1.01,0.40,0.47,0.35,1.94,1.52,0.15
0.62,0.55,0.66,0.85,0.72,0.97,0.39,0.21,0.45,0.87,0.63,1.00,0.87,0.80,0.95,0.11,-0.25,0.20,3.05,2.83,3.40,-0.48,-0.50,-0.46,-0.40,0.11,-0.61
0.92,1.03,0.86,1.28,1.32,1.24,0.57,0.48,0.60,0.98,0.84,1.06,1.44,1.48,1.38,0.35,0.15,0.40,2.04,1.84,2.38,-0.46,-0.47,-0.45,1.47,1.55,0.53
0.84,0.97,0.77,1.12,1.22,1.03,0.56,0.48,0.59,1.07,0.93,1.14,1.17,1.33,0.96,0.29,0.10,0.34,2.19,1.96,2.56,-0.44,-0.30,-0.55,1.59,1.61,0.60
0.75,0.77,0.74,0.94,0.91,0.97,0.56,0.49,0.59,0.87,0.62,1.00,0.98,1.04,0.92,0.40,0.30,0.43,2.42,2.41,2.42,0.23,-0.04,0.45,0.54,0.91,0.94
0.55,0.52,0.57,0.59,0.43,0.75,0.51,0.71,0.45,0.68,0.46,0.79,0.57,0.42,0.76,0.41,0.91,0.27,1.33,1.19,1.56,1.19,1.67,0.82,-0.51,-0.03,1.04
0.37,0.20,0.47,0.48,0.40,0.56,0.26,-0.20,0.41,0.46,0.26,0.57,0.52,0.48,0.57,0.13,-0.65,0.33,0.94,1.22,0.50,-1.53,-2.25,-0.95,0.90,0.86,0.84
0.45,0.35,0.50,0.46,0.39,0.53,0.43,0.26,0.48,0.50,0.37,0.57,0.48,0.44,0.53,0.35,0.08,0.42,0.38,0.54,0.13,0.16,-0.57,0.73,0.18,0.26,0.92
0.48,0.56,0.43,0.61,0.59,0.63,0.35,0.50,0.30,0.46,0.24,0.57,0.67,0.70,0.64,0.31,0.75,0.20,0.94,1.37,0.26,1.01,1.72,0.44,-0.03,0.21,-0.23
0.57,0.46,0.63,0.72,0.74,0.70,0.41,-0.08,0.58,0.42,0.18,0.54,0.87,0.91,0.81,0.42,-0.25,0.60,1.75,1.79,1.70,-0.27,-0.87,0.21,0.45,0.53,-0.50
0.54,0.26,0.71,0.59,0.16,1.01,0.49,0.45,0.50,0.45,0.23,0.56,0.68,0.14,1.35,0.50,0.60,0.47,2.54,1.56,4.12,1.68,1.66,1.70,1.36,1.84,-0.23
0.60,0.50,0.66,0.65,0.39,0.90,0.55,0.70,0.50,0.39,0.23,0.47,0.76,0.43,1.19,0.67,1.13,0.54,1.76,0.92,3.11,1.95,2.72,1.34,2.34,2.09,-0.18
0.39,0.27,0.47,0.51,0.24,0.77,0.28,0.34,0.26,0.31,0.13,0.40,0.58,0.24,1.01,0.30,0.60,0.22,0.64,0.00,1.66,0.77,1.19,0.43,0.18,0.20,0.06
0.40,0.35,0.44,0.47,0.44,0.49,0.34,0.17,0.40,0.16,0.00,0.24,0.61,0.55,0.68,0.45,0.37,0.47,1.15,1.27,0.95,0.61,0.52,0.67,0.36,0.50,0.62
0.53,0.59,0.49,0.76,0.76,0.76,0.30,0.28,0.31,0.11,-0.20,0.26,1.09,1.07,1.11,0.41,0.66,0.35,1.86,1.88,1.84,0.78,1.30,0.37,2.43,2.22,0.12
0.37,0.54,0.27,0.57,0.69,0.46,0.17,0.26,0.14,0.14,-0.09,0.25,0.79,0.95,0.60,0.19,0.52,0.11,1.81,2.11,1.33,0.29,0.76,-0.09,1.13,0.71,0.84
0.34,0.14,0.45,0.46,0.30,0.61,0.21,-0.16,0.34,0.23,-0.05,0.38,0.56,0.41,0.75,0.22,-0.26,0.34,0.74,0.40,1.28,-0.34,-0.50,-0.22,0.98,1.14,-0.17
0.45,0.34,0.52,0.41,0.33,0.49,0.49,0.34,0.54,0.37,0.15,0.48,0.47,0.43,0.53,0.52,0.40,0.55,0.47,0.37,0.62,0.49,0.77,0.28,0.04,0.08,-0.36
0.22,0.03,0.33,0.31,0.25,0.37,0.14,-0.39,0.31,0.41,0.21,0.52,0.27,0.29,0.25,-0.02,-0.93,0.22,0.23,0.38,-0.02,-1.65,-2.73,-0.80,0.32,0.32,0.06
0.33,0.16,0.44,0.32,0.17,0.46,0.35,0.12,0.42,0.51,0.29,0.62,0.24,0.15,0.37,0.25,-0.05,0.32,-0.29,-0.26,-0.33,-0.93,-1.38,-0.58,0.68,0.74,0.71
0.42  0.36  0.44  0.41  0.41  0.41  0.42  0.23  0.46  0.47  0.51  0.46  0.39  0.41  0.36  0.39 -0.06  0.47  0.49  1.02 -0.12 -0.41 -0.94 -0.16 -0.54 -0.52  0.78
0.55  0.52  0.56  0.52  0.58  0.48  0.58  0.40  0.62  0.54  0.58  0.53  0.53  0.60  0.48  0.56  0.19  0.63  1.06  0.95  1.19 -0.76 -1.17 -0.56  0.30  0.35  0.60
0.64  0.72  0.60  0.67  0.70  0.66  0.60  0.75  0.57  0.48  0.65  0.42  0.76  0.71  0.80  0.68  0.83  0.65  0.83  0.46  1.26  1.10  1.62  0.85  1.22  1.18  0.86
0.36  0.30  0.39  0.34  0.30  0.36  0.39  0.30  0.41  0.27  0.30  0.26  0.36  0.28  0.44  0.46  0.36  0.48  0.68  0.52  0.86  0.61  1.01  0.41  1.36  1.55 -0.11
0.42  0.60  0.35  0.50  0.69  0.38  0.33  0.40  0.32  0.26  0.36  0.24  0.63  0.78  0.51  0.37  0.44  0.35  1.37  1.60  1.10  0.32  0.57  0.21  0.45  0.77  0.37
0.26  0.43  0.20  0.46  0.57  0.40  0.06  0.11  0.05 -0.11 -0.11 -0.11  0.75  0.73  0.77  0.17  0.33  0.14  1.36  1.23  1.52  0.08  0.60 -0.17  0.59  0.73  0.43
0.20  0.11  0.24  0.25  0.11  0.34  0.16  0.13  0.17  0.04  0.23 -0.02  0.39  0.07  0.68  0.20  0.08  0.22  1.19  0.64  1.83  0.22  0.10  0.27  0.92  1.20  0.18
0.25  0.52  0.15  0.40  0.64  0.25  0.10  0.24  0.07  0.07  0.16  0.04  0.56  0.76  0.37  0.14  0.32  0.11 -0.33 -0.31 -0.35  0.16  0.22  0.13 -0.31 -0.06  0.60
0.21  0.47  0.11  0.32  0.38  0.28  0.11  0.66 -0.01 -0.12 -0.22 -0.09  0.54  0.55  0.54  0.23  1.28  0.04  1.02  0.79  1.29  1.02  1.88  0.61 -0.00  0.15  0.69
0.18  0.41  0.09  0.41  0.53  0.33 -0.05  0.12 -0.08  0.03  0.06  0.02  0.61  0.65  0.58 -0.09  0.18 -0.14  0.18 -0.05  0.44 -0.25  0.38 -0.55  1.94  1.60 -0.39
0.21  0.39  0.14  0.38  0.53  0.29  0.04  0.09  0.03  0.12  0.16  0.11  0.55  0.65  0.46 -0.03 -0.04 -0.03  0.83  0.88  0.78 -0.30  0.11 -0.49  1.20  0.94 -0.55
0.32  0.59  0.22  0.43  0.62  0.30  0.22  0.50  0.16  0.30  0.32  0.29  0.51  0.73  0.31  0.16  0.56  0.09  0.29  0.33  0.25  0.16  0.29  0.10  0.51  0.54  1.37
0.19  0.36  0.13  0.22  0.35  0.13  0.17  0.37  0.13  0.13  0.09  0.14  0.29  0.44  0.16  0.16  0.53  0.10  0.09  0.20 -0.03  0.19  1.14 -0.26  0.07  0.05  0.26
0.15  0.13  0.15  0.15  0.10  0.19  0.14  0.19  0.13  0.24  0.30  0.22  0.13  0.10  0.15  0.07 -0.03  0.09  0.21  0.19  0.24 -0.63 -0.94 -0.48  0.88  1.19  0.19
0.22  0.33  0.18  0.31  0.33  0.30  0.13  0.34  0.08  0.34  0.39  0.32  0.32  0.33  0.32 -0.01  0.25 -0.06  1.11  1.24  0.96 -0.32  0.14 -0.54  0.25  0.69  0.39
0.28  0.19  0.32  0.27  0.08  0.39  0.30  0.45  0.26  0.50  0.56  0.48  0.14 -0.04  0.31  0.19  0.35  0.17  0.69  0.56  0.85  0.01  0.11 -0.03 -1.13 -0.53  0.53
0.25  0.32  0.23  0.32  0.27  0.35  0.19  0.44  0.13  0.32  0.21  0.35  0.32  0.27  0.36  0.12  0.65  0.03  0.65  0.69  0.60 -0.18  0.60 -0.55  0.20  0.08  1.19
0.37  0.28  0.41  0.32  0.25  0.37  0.42  0.34  0.44  0.37  0.35  0.37  0.29  0.20  0.37  0.46  0.40  0.47 -0.18 -0.22 -0.14 -0.05 -0.25  0.04  0.48  0.49  1.10
0.36  0.34  0.36  0.46  0.29  0.57  0.26  0.47  0.21  0.43  0.35  0.46  0.47  0.29  0.64  0.16  0.51  0.10  1.03  0.95  1.13  0.68  1.20  0.43 -0.03  0.38 -0.07
